PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
1625,08/04/2008 22:01:10,204,08/03/2008 13:27:56,163,9,,,windows,linux,xml,,,,open
1711,08/04/2008 23:50:22,303,08/04/2008 13:48:50,1,0,,,books,fundamentals,,,,01/11/2012 13:32:24,not constructive
1939,08/05/2008 05:39:36,260,08/04/2008 08:21:41,11,0,,,iphone,ipodtouch,,,,06/05/2012 13:13:38,not constructive
1949,08/05/2008 05:54:34,51,08/01/2008 13:31:13,166,15,,,.net,asp.net,datacontext,database,linq-to-sql,,open
1970,08/05/2008 06:39:31,116,08/02/2008 05:51:57,451,37,,,sql,database,postgresql,,,,open
1973,08/05/2008 06:48:38,116,08/02/2008 05:51:57,456,37,,,database,sql,security,,,,open
1982,08/05/2008 07:11:08,222,08/03/2008 16:45:02,10,2,,,c++,cpu,throttle,,,,open
1994,08/05/2008 07:45:38,195,08/03/2008 11:02:15,1,1,,,c#,data-binding,,,,,open
2018,08/05/2008 08:25:33,33,08/01/2008 12:32:10,109,8,,,sql,books,mssql,training,,09/15/2011 07:17:42,off topic
2041,08/05/2008 09:25:29,269,08/04/2008 10:13:44,189,35,,,svn,version-control,subversion,,,,open
2043,08/05/2008 09:34:49,369,08/05/2008 08:33:43,1,3,,,windows-api,dll,,,,,open
2101,08/05/2008 11:29:21,383,08/05/2008 10:46:37,28,3,,,c#,unit-testing,,,,,open
2123,08/05/2008 11:51:16,193,08/03/2008 10:44:38,1,0,,,html,checkbox,,,,,open
2131,08/05/2008 11:58:47,227,08/03/2008 17:53:19,140,12,,,freeware,icon,,,,,open
2196,08/05/2008 12:40:30,192,08/03/2008 10:15:38,124,11,,,asp.net,ajax,,,,,open
2308,08/05/2008 13:38:42,383,08/05/2008 10:46:37,130,17,,,asp.net,svn,,,,,open
2348,08/05/2008 14:07:58,193,08/03/2008 10:44:38,50,10,,,classicasp,vbscript,,,,,open
2402,08/05/2008 14:43:41,384,08/05/2008 11:03:36,51,6,,,design,graphics,,,,01/03/2012 21:24:03,off topic
2405,08/05/2008 14:45:17,307,08/04/2008 14:26:05,105,15,,,language-agnostic,file,datastructure,binary,,,open
2488,08/05/2008 15:45:02,58,08/01/2008 13:56:33,1063,48,,,database,mysql,diagram,datadesign,,,open
2563,08/05/2008 16:47:28,307,08/04/2008 14:26:05,150,18,,,excel,csv,clipboard,grid,,,open
2785,08/05/2008 20:14:10,33,08/01/2008 12:32:10,119,11,,,dotnet,c#,vb.net,memory,,,open
2809,08/05/2008 20:33:21,437,08/05/2008 18:13:45,1,1,,,sql-server,,,,,,open
2872,08/05/2008 21:19:37,446,08/05/2008 19:46:59,1,2,,,winforms,c#,.net,,,,open
2931,08/05/2008 22:23:16,360,08/05/2008 03:51:05,16,1,,,java,jxta,,,,,open
2933,08/05/2008 22:26:00,1384652,08/01/2008 12:01:23,222,25,,,python,,,,,04/25/2012 16:16:52,not constructive
2946,08/05/2008 22:47:22,227,08/03/2008 17:53:19,164,19,,,internationalization,searching,cisvc,indexingservice,turkish,,open
3004,08/06/2008 01:42:51,364,08/05/2008 05:33:41,11,3,,,asp.net,dynamicdata,,,,,open
3061,08/06/2008 03:36:08,121,08/02/2008 07:34:46,27,3,,,python,,,,,,open
3157,08/06/2008 08:15:28,476,08/06/2008 08:15:28,1,0,,,.htaccess,apache,mod-rewrite,,,,open
3163,08/06/2008 08:33:53,22,08/01/2008 12:11:11,81,4,,,flex,actionscript-3,,,,,open
3305,08/06/2008 12:01:40,194,08/03/2008 10:56:49,58,9,,,asp.net,hosting,,,,06/30/2012 16:22:31,not constructive
3362,08/06/2008 13:27:05,357,08/05/2008 01:29:23,76,6,,,stackoverflow,javascript,,,,02/10/2011 20:27:58,too localized
3400,08/06/2008 13:52:29,35,08/01/2008 12:43:07,123,18,,,mssql,,,,,,open
3486,08/06/2008 14:44:09,527,08/06/2008 14:44:09,1,0,,,security,apache,mod-rewrite,http-referer,,,open
3510,08/06/2008 14:54:52,383,08/05/2008 10:46:37,635,73,,,maths,,,,,,open
3615,08/06/2008 16:14:15,534,08/06/2008 15:17:19,11,2,,,.net,silverlight,sqlite,,,,open
3636,08/06/2008 16:28:16,1384652,08/01/2008 12:01:23,294,30,,,project,teamwork,groupwork,,,,open
3654,08/06/2008 16:40:23,269,08/04/2008 10:13:44,484,61,,,html,xml,xhtml,,,08/01/2012 16:00:12,not constructive
3670,08/06/2008 16:50:10,1384652,08/01/2008 12:01:23,330,31,,,codingstyle,teamwork,diplomacy,,,05/05/2012 13:34:42,not constructive
3682,08/06/2008 16:58:34,136,08/02/2008 10:21:53,728,23,,,sql,mysql,,,,,open
3725,08/06/2008 17:22:27,551,08/06/2008 16:24:59,1,0,,,c#,gui,,,,,open
3801,08/06/2008 18:28:04,91,08/01/2008 17:55:22,2112,156,,,asp.net,windows,iis,,,,open
3802,08/06/2008 18:28:38,59,08/01/2008 14:02:13,341,17,,,language-agnostic,format,,,,,open
3831,08/06/2008 18:44:06,83,08/01/2008 16:31:56,417,36,,,http,aspnet,session,,,,open
3856,08/06/2008 18:57:38,26,08/01/2008 12:18:14,191,35,,,flex,actionscript-3,,,,,open
3867,08/06/2008 19:04:51,42,08/01/2008 13:00:11,66,4,,,visual-studio,setup,build-automation,msbuild,,,open
3881,08/06/2008 19:26:30,122,08/02/2008 07:56:07,747,35,,,java,bestpractices,exception,null,,,open
3894,08/06/2008 19:34:47,76,08/01/2008 15:56:38,9,2,,,sql-server,tsql,,,,,open
3976,08/06/2008 21:00:01,556,08/06/2008 16:48:23,45,3,,,serial,port,os,x,python,,open
4004,08/06/2008 21:18:47,525,08/06/2008 14:41:28,6,1,,,ssl,authentication,encryption,.net,,,open
4034,08/06/2008 21:43:33,571,08/06/2008 20:19:59,6,4,,,asp.net,asp.netmvc,language,multilingual,internationalization,,open
4062,08/06/2008 22:21:55,1384652,08/01/2008 12:01:23,451,38,,,language-agnostic,caching,,,,,open
4072,08/06/2008 22:30:26,122,08/02/2008 07:56:07,774,36,,,svn,merge,,,,,open
4080,08/06/2008 22:45:27,235,08/03/2008 20:30:43,36,1,,,java,coverage,,,,05/05/2012 13:39:59,not constructive
4149,08/06/2008 23:57:10,488,08/06/2008 09:52:47,1,1,,,java,file,file-io,,,,open
4242,08/07/2008 01:05:15,122,08/02/2008 07:56:07,793,39,,,java,primitive,autoboxing,,,,open
4246,08/07/2008 01:09:04,162,08/02/2008 20:09:15,33,2,,,sql-server,ftp,,,,,open
4287,08/07/2008 01:54:12,121,08/02/2008 07:34:46,73,6,,,erlang,,,,,,open
4320,08/07/2008 02:41:24,1525924,08/06/2008 22:24:49,100,5,,,asp.net,asp,applications,businesslogiclayer,datalinklayer,,open
4347,08/07/2008 03:06:19,522,08/06/2008 14:24:03,26,9,,,c++,c,mfc,winapi,windows-api,,open
4416,08/07/2008 05:13:31,404,08/05/2008 13:34:59,220,16,,,windows,workflow,sdk,,,,open
4433,08/07/2008 05:49:46,51,08/01/2008 13:31:13,604,37,,,xp,windows-vista,operating-system,microsoft,,,open
4519,08/07/2008 08:20:47,381,08/05/2008 10:39:26,235,4,,,xming,vpn,unix,hardware,,,open
4541,08/07/2008 08:58:18,501,08/06/2008 12:11:33,41,7,,,database,text-files,olap,hackery,logging,,open
4544,08/07/2008 09:08:52,86,08/01/2008 16:45:58,260,18,,,javascript,firefox,del.icio.us,,,,open
4565,08/07/2008 10:20:16,486,08/06/2008 09:19:11,41,8,,,networking,isp,modem,adsl,qos,,open
4629,08/07/2008 12:26:46,384,08/05/2008 11:03:36,147,16,,,c#,,,,,,open
4630,08/07/2008 12:26:50,287,08/04/2008 12:43:38,28,4,,,java,jni,webstart,nativelibrary,,,open
4665,08/07/2008 12:54:51,406,08/05/2008 13:38:24,53,2,,,testing,quality,windows,,,,open
4670,08/07/2008 12:57:32,634,08/07/2008 12:15:58,1,3,,,version-control,windows,,,,,open
4767,08/07/2008 14:30:41,398,08/05/2008 12:58:30,29,4,,,microcontroller,,,,,,open
4816,08/07/2008 14:56:59,390,08/05/2008 11:53:49,61,7,,,c#,.net,,,,,open
4839,08/07/2008 15:12:10,547,08/06/2008 16:09:22,65,12,,,zend,ide,codecompletion,,,,open
4986,08/07/2008 17:14:08,673,08/07/2008 16:33:05,25,3,,,web-applications,webstart,,,,,open
4994,08/07/2008 17:18:37,92,08/01/2008 17:55:41,1228,30,,,mssql,sql,schema,ddl,,,open
5003,08/07/2008 17:23:47,52,08/01/2008 13:33:31,728,49,,,productivity,,,,,05/24/2012 12:36:26,not constructive
5025,08/07/2008 17:36:23,657,08/07/2008 15:05:02,44,4,,,database,php,mssql,,,,open
5118,08/07/2008 18:31:22,5,07/31/2008 14:22:31,125,10,,,asp.net,css,javascript,,,,open
10381592,04/30/2012 09:48:28,1192188,02/06/2012 11:51:48,31,19,,,sql-server,sql-server-2008,tsql,,,,open
5170,08/07/2008 19:06:03,383,08/05/2008 10:46:37,975,124,,,mssql,,,,,,open
5223,08/07/2008 19:42:21,147,08/02/2008 14:57:08,103,3,,,javascript,arrays,,,,,open
5313,08/07/2008 21:07:24,680,08/07/2008 17:29:04,21,2,,,gui,python,,,,,open
5323,08/07/2008 21:14:25,556,08/06/2008 16:48:23,166,9,,,css,trolling,,,,,open
5328,08/07/2008 21:17:56,122,08/02/2008 07:56:07,1043,55,,,java,exception,mocking,,,,open
5349,08/07/2008 21:31:59,556,08/06/2008 16:48:23,179,9,,,membership,,,,,,open
5374,08/07/2008 21:53:58,312,08/04/2008 15:01:41,84,8,,,xslt,,,,,,open
5397,08/07/2008 22:10:22,406,08/05/2008 13:38:24,98,3,,,webdevelopment,softwaredevelopment,,,,10/26/2011 18:55:35,off topic
5415,08/07/2008 22:24:27,680,08/07/2008 17:29:04,21,2,,,python,floating-point,,,,,open
5419,08/07/2008 22:26:58,207,08/03/2008 13:51:13,51,3,,,python,unicode,,,,,open
5544,08/08/2008 01:31:21,364,08/05/2008 05:33:41,71,6,,,asp.net-mvc,,,,,,open
5619,08/08/2008 03:38:57,290,08/04/2008 12:57:50,115,7,,,ajax,dojo,internet-explorer-6,ssl,https,,open
5629,08/08/2008 04:03:10,653,08/07/2008 14:31:07,1,1,,,html,doctype,html5,,,08/27/2011 12:27:45,too localized
5706,08/08/2008 05:40:49,364,08/05/2008 05:33:41,98,8,,,asp.net,mvc,c#,,,,open
5741,08/08/2008 06:37:32,711,08/08/2008 06:34:28,1,0,,,web,development,firefox,firebug,,,open
5794,08/08/2008 09:58:11,1384652,08/01/2008 12:01:23,607,47,,,browser,safari,firefox,opera,,,open
5863,08/08/2008 12:48:25,377,08/05/2008 10:01:14,307,26,,,c#,.net,webservices,wcf,compatibility,,open
5880,08/08/2008 13:04:02,721,08/08/2008 11:28:03,11,3,,,.net,n-tier,architecture,,,,open
5997,08/08/2008 14:35:25,445,08/05/2008 19:37:25,71,4,,,.net,windowsforms,,,,,open
6007,08/08/2008 14:43:11,230,08/03/2008 19:32:46,295,17,,,log4net,,,,,,open
6155,08/08/2008 17:08:51,204,08/03/2008 13:27:56,295,22,,,svn,subversion,version-control,scripting,,,open
6267,08/08/2008 19:03:28,58,08/01/2008 13:56:33,1603,71,,,windows,hacking,customization,explorer,plugins,,open
6325,08/08/2008 19:55:39,56,08/01/2008 13:53:45,13,3,,,c#,.net,,,,,open
6327,08/08/2008 19:56:57,396,08/05/2008 12:46:44,101,9,,,homework,test,fizzbuzz,,,12/10/2011 05:59:25,not constructive
6361,08/08/2008 20:41:05,568,08/06/2008 19:50:58,61,6,,,c++,,,,,12/02/2011 16:15:42,not constructive
6371,08/08/2008 20:50:02,763,08/08/2008 16:17:13,8,1,,,mysql,svn,bestpractices,,,,open
6414,08/08/2008 21:49:01,357,08/05/2008 01:29:23,455,27,,,c#,language-agnostic,loop,foreach,,,open
6440,08/08/2008 22:32:01,560,08/06/2008 17:55:23,349,17,,,.net,redistributable,,,,,open
6441,08/08/2008 22:33:19,232,08/03/2008 20:02:07,6,6,,,javascript,html,inputradio,,,,open
6499,08/09/2008 00:56:15,784,08/08/2008 22:02:14,11,1,,,javascript,,,,,,open
6594,08/09/2008 03:49:36,796,08/09/2008 02:12:46,1,6,,,php,migration,,,,,open
6661,08/09/2008 06:40:52,1384652,08/01/2008 12:01:23,744,55,,,javascript,js,,,,,open
6703,08/09/2008 08:51:27,718,08/08/2008 07:07:38,11,1,,,oop,,,,,,open
6811,08/09/2008 15:20:45,25,08/01/2008 12:15:23,279,32,,,unix,linux,base64,gzip,compression,,open
6834,08/09/2008 16:24:11,849,08/09/2008 14:55:36,8,0,,,untagged,,,,,01/28/2012 01:07:57,off topic
6899,08/09/2008 20:11:18,799,08/09/2008 02:28:22,1,0,,,mssql,databases,,,,,open
6913,08/09/2008 21:05:40,863,08/09/2008 19:07:26,36,2,,,vb6,code-reuse,,,,,open
7031,08/10/2008 04:00:06,876,08/10/2008 03:45:22,1,1,,,php,javascript,design,webdevelopment,,,open
7034,08/10/2008 04:07:52,404,08/05/2008 13:34:59,342,24,,,javascript,graph,layout,datastructure,jquery,06/22/2012 11:54:26,not constructive
7084,08/10/2008 07:50:54,888,08/10/2008 07:50:54,1,0,,,c,implementation,decisioms,,,,open
7118,08/10/2008 09:07:19,889,08/10/2008 08:04:03,13,0,,,javascript,safari,explorer,,,,open
7121,08/10/2008 09:09:15,878,08/10/2008 05:50:34,11,8,,,books,bookrecommendations,startups,entrepreneurship,,,open
7190,08/10/2008 13:09:13,371,08/05/2008 09:14:27,73,3,,,continuous-integration,,,,,,open
7214,08/10/2008 15:10:41,916,08/10/2008 11:21:51,6,2,,,apache,configuration,webserver,resin,caucho,,open
7231,08/10/2008 16:16:15,925,08/10/2008 16:16:15,1,0,,,.net,software,pop3,check,bouncedemail,,open
7272,08/10/2008 18:11:08,145,08/02/2008 14:40:17,197,10,,,prime,primes,language-agnostic,,,,open
7277,08/10/2008 18:20:38,755,08/08/2008 15:28:16,55,5,,,xml,xslt,xhtml,linebreaks,whitespace,,open
7287,08/10/2008 18:49:53,573,08/06/2008 21:00:42,144,15,,,unittesting,refactoring,legacy,,,,open
7348,08/10/2008 21:00:14,636,08/07/2008 12:32:33,69,12,,,windows-mobile,compactframework,zip,component,,,open
7366,08/10/2008 22:06:11,277,08/04/2008 10:55:22,68,2,,,bestpractices,pdf,,,,,open
7388,08/10/2008 22:57:00,292,08/04/2008 13:14:31,234,13,,,ide,language-agnostic,,,,08/20/2011 14:09:15,not constructive
7398,08/10/2008 23:10:53,737,08/08/2008 13:06:33,36,1,,,c,linux,unix,automake,autoconf,,open
7477,08/11/2008 01:43:13,841,08/09/2008 09:37:17,1,0,,,css,html,javascript,,,,open
7489,08/11/2008 02:50:09,813,08/09/2008 03:58:13,51,8,,,c++,nintendods,gui,,,,open
7551,08/11/2008 05:44:42,541,08/06/2008 15:38:13,196,10,,,security,wcf,rest,,,,open
7665,08/11/2008 10:40:41,893,08/10/2008 08:27:00,36,5,,,shell,script,symlink,,,,open
7846,08/11/2008 15:04:21,572,08/06/2008 20:56:54,111,8,,,xml,,,,,,open
7885,08/11/2008 15:57:35,432,08/05/2008 17:18:46,519,27,,,oop,perl,syntax,,,,open
7913,08/11/2008 16:27:55,1031,08/11/2008 15:59:07,1,0,,,svn,,,,,,open
7917,08/11/2008 16:28:57,402,08/05/2008 13:24:03,188,16,,,msyql,remove,regex,string,,,open
7940,08/11/2008 16:46:28,428190,08/09/2008 23:23:13,1,2,,,xhtml,css,w3c,validation,validate,,open
7954,08/11/2008 16:59:35,383,08/05/2008 10:46:37,1400,160,,,sql,backup,,,,,open
8106,08/11/2008 19:11:49,380,08/05/2008 10:39:18,345,45,,,.net,performance,linq,dotnet,benchmarking,,open
8142,08/11/2008 19:50:31,380,08/05/2008 10:39:18,355,48,,,.net,linq,,,,,open
8154,08/11/2008 19:59:32,736,08/08/2008 13:06:17,1,0,,,python,mysql,pylons,,,,open
8170,08/11/2008 20:10:38,92,08/01/2008 17:55:41,1814,52,,,tutorial,resources,teaching,,,,open
8276,08/11/2008 22:12:04,923,08/10/2008 14:25:39,11,1,,,perl,php,,,,,open
8318,08/11/2008 22:53:50,1054,08/11/2008 22:38:05,1,1,,,java,security,jboss,,,,open
10701457,05/22/2012 11:49:31,441467,09/07/2010 13:20:28,256,6,,,dependency-injection,guice,guice-3,assisted-inject,,,open
10701504,05/22/2012 11:52:05,1353660,04/24/2012 12:24:45,370,46,,,c,linux,qt,terminal,pipe,,open
8351,08/12/2008 00:02:42,680,08/07/2008 17:29:04,73,7,,,ie,internet-explorer,firebug,webdevelopment,debugging,,open
8371,08/12/2008 00:36:32,547,08/06/2008 16:09:22,134,16,,,apache,ssl,https,redirect,,,open
8422,08/12/2008 02:39:06,571,08/06/2008 20:19:59,399,34,,,reporting-services,sqlserver2005,ssrs,,,,open
8443,08/12/2008 04:00:13,257,08/04/2008 07:30:01,308,29,,,c++,windows,msvc,debugging,,,open
8451,08/12/2008 04:18:09,716,08/08/2008 06:57:38,29,5,,,c++,memoryallocation,,,,,open
8485,08/12/2008 05:16:01,364,08/05/2008 05:33:41,188,12,,,asp.net,mvc,forms,routing,,,open
8549,08/12/2008 06:22:06,1065,08/12/2008 05:47:43,3,0,,,visual-studio,refactoring,methods,remove,,,open
8748,08/12/2008 12:24:41,1061,08/12/2008 01:10:24,1,4,,,c++,python,,,,,open
8749,08/12/2008 12:26:50,96,08/01/2008 18:33:48,161,12,,,printing,pdf,.net,service,,,open
8756,08/12/2008 12:29:32,267,08/04/2008 10:11:06,1147,72,,,iphone,web-applications,,,,02/12/2012 19:52:58,not constructive
8790,08/12/2008 13:04:28,292,08/04/2008 13:14:31,260,13,,,buildprocess,ant,,,,,open
8795,08/12/2008 13:09:22,1109,08/12/2008 12:16:58,1,3,,,mysql,storedprocedures,,,,,open
8800,08/12/2008 13:12:50,61,08/01/2008 14:21:00,418,38,,,c#,datastructure,collections,,,,open
8941,08/12/2008 15:07:40,832,08/09/2008 06:51:40,259,31,,,c#,generics,type-safety,primitive,,,open
9019,08/12/2008 16:22:14,1030,08/11/2008 15:40:52,38,4,,,datetime,varchar,cast,validation,t-sql,,open
9136,08/12/2008 19:01:17,767,08/08/2008 17:04:18,1,0,,,c#,configuration,enterpriselibrary,,,,open
10711446,05/22/2012 23:19:35,751204,05/12/2011 19:30:39,53,5,,,java,oracle,jdbc,plsql,cursor,,open
9272,08/12/2008 21:44:32,1146,08/12/2008 19:16:00,11,3,,,version-control,perforce,,,,,open
9304,08/12/2008 23:06:58,91,08/01/2008 17:55:22,3555,232,,,c#,.net,,,,,open
9331,08/12/2008 23:45:51,72,08/01/2008 15:09:58,666,31,,,php,e-commerce,accounting,quickbooks,,,open
9388,08/13/2008 01:24:18,361,08/05/2008 04:20:27,11,3,,,environment,,,,,04/18/2012 18:23:53,off topic
9399,08/13/2008 01:50:16,1036,08/11/2008 17:26:19,28,6,,,web2.0,perl,java,pascal,bbc,,open
9472,08/13/2008 04:27:31,493,08/06/2008 10:25:05,1136,90,,,c#,.net,wcf,,,,open
9543,08/13/2008 07:33:45,960,08/11/2008 07:00:32,345,34,,,sharepoint,deployment,production,,,,open
9614,08/13/2008 09:41:43,844,08/09/2008 11:39:10,1,0,,,sql,mysql,,,,,open
9629,08/13/2008 10:04:40,222,08/03/2008 16:45:02,25,3,,,c++,windows,waveout,,,,open
9687,08/13/2008 12:06:07,1097,08/12/2008 11:40:09,1,1,,,sql,search,dynamicsql,pattern,,,open
9729,08/13/2008 12:50:10,1196,08/13/2008 12:33:04,1,0,,,visualstudioextensibility,,,,,,open
9734,08/13/2008 12:53:20,383,08/05/2008 10:46:37,1544,181,,,c#,.net,,,,,open
9749,08/13/2008 13:00:23,834,08/09/2008 07:29:24,57,6,,,virtualization,,,,,,open
9769,08/13/2008 13:09:58,1109,08/12/2008 12:16:58,46,4,,,flexbuilder,textmate,,,,,open
9783,08/13/2008 13:18:30,1213,08/13/2008 13:18:30,1,0,,,c#,sql,server,oracle,dbms,,open
9805,08/13/2008 13:38:56,383,08/05/2008 10:46:37,1561,182,,,c#,asp.net,,,,,open
9856,08/13/2008 14:06:24,1223,08/13/2008 13:53:10,1,0,,,security,networking,vpn,,,,open
9617454,03/08/2012 12:11:28,726954,04/27/2011 09:48:13,2159,111,,,android,caching,architecture,bitmap,outofmemoryexception,,open
10006,08/13/2008 16:08:43,313,08/04/2008 15:05:26,66,5,,,silverlight,wcf,silverlight2beta2,,,,open
10043,08/13/2008 16:29:56,503,08/06/2008 12:17:31,8,1,,,.net,,,,,,open
10082,08/13/2008 17:05:38,1208,08/13/2008 13:11:36,1,1,,,iphone,exchange,,,,,open
10098,08/13/2008 17:16:33,1220,08/13/2008 13:44:48,215,17,,,c#,asp.net,asp.net-mvc,testing,,,open
10158,08/13/2008 18:18:30,64,08/01/2008 14:27:12,1,0,,,regex,xpath,,,,,open
10190,08/13/2008 18:38:02,373,08/05/2008 09:37:52,161,18,,,.net,sql,linq,pagination,,,open
10228,08/13/2008 19:02:23,204,08/03/2008 13:27:56,315,22,,,php,unittesting,phpunit,,,,open
10293,08/13/2008 19:35:31,567,08/06/2008 19:14:16,175,17,,,performance,aptana,jaxer,,,,open
10300,08/13/2008 19:45:33,203,08/03/2008 13:26:47,63,2,,,asp.net,mvc,validation,,,,open
10443,08/13/2008 22:40:57,432,08/05/2008 17:18:46,638,37,,,c,command-line,io,architecture,,,open
10475,08/13/2008 23:29:38,841,08/09/2008 09:37:17,18,3,,,editor,touch-typing,,,,03/01/2012 06:12:03,off topic
10477,08/13/2008 23:31:32,1256,08/13/2008 23:17:37,1,0,,,graphics,bezier,curve,interpolation,,,open
10583,08/14/2008 02:20:10,784,08/08/2008 22:02:14,153,7,,,language-agnostic,,,,,10/29/2010 21:43:01,not constructive
10782,08/14/2008 07:21:12,481,08/06/2008 08:40:41,26,5,,,asp.net,iis7,classic,integrated,,,open
10926,08/14/2008 12:27:00,1290,08/14/2008 12:26:59,1,0,,,flex,actionscript-3,e4x,,,,open
10949,08/14/2008 12:49:03,987,08/11/2008 12:14:17,258,29,,,c#,.net,unittesting,,,,open
11043,08/14/2008 13:53:33,637,08/07/2008 12:33:15,119,2,,,sql,table,alias,,,,open
11045,08/14/2008 13:54:43,767,08/08/2008 17:04:18,1,1,,,excel,vba,,,,,open
